park_id,date,weekday,hour,occupacy_percentage
32,2017-09-10,Sun,14:30:00,0.0
32,2017-09-10,Sun,15:00:00,0.0
32,2017-09-10,Sun,15:30:00,0.0
32,2017-09-10,Sun,16:00:00,0.0
32,2017-09-10,Sun,16:30:00,0.0
32,2017-09-10,Sun,17:00:00,0.0
32,2017-09-10,Sun,17:30:00,0.0
32,2017-09-10,Sun,18:00:00,0.0
32,2017-09-10,Sun,18:30:00,0.0
32,2017-09-10,Sun,19:00:00,0.0
32,2017-09-10,Sun,19:30:00,0.0
32,2017-09-10,Sun,20:00:00,0.0
32,2017-09-10,Sun,20:30:00,0.0
32,2017-09-10,Sun,21:00:00,0.0
32,2017-09-10,Sun,21:30:00,0.0
32,2017-09-10,Sun,22:00:00,0.0
32,2017-09-10,Sun,22:30:00,0.0
32,2017-09-10,Sun,23:00:00,0.0
32,2017-09-10,Sun,23:30:00,0.0
32,2017-09-11,Mon,00:00:00,0.0
32,2017-09-11,Mon,00:30:00,0.0
32,2017-09-11,Mon,01:00:00,0.0
32,2017-09-11,Mon,01:30:00,0.0
32,2017-09-11,Mon,02:00:00,0.0
32,2017-09-11,Mon,02:30:00,0.0
32,2017-09-11,Mon,03:00:00,0.0
32,2017-09-11,Mon,03:30:00,0.0
32,2017-09-11,Mon,04:00:00,0.0
32,2017-09-11,Mon,04:30:00,0.0
32,2017-09-11,Mon,05:00:00,0.0
32,2017-09-11,Mon,05:30:00,0.0
32,2017-09-11,Mon,06:00:00,15.4
32,2017-09-11,Mon,06:30:00,15.4
32,2017-09-11,Mon,07:00:00,15.4
32,2017-09-11,Mon,07:30:00,30.8
32,2017-09-11,Mon,08:00:00,61.5
32,2017-09-11,Mon,08:30:00,61.5
32,2017-09-11,Mon,09:00:00,53.8
32,2017-09-11,Mon,09:30:00,30.8
32,2017-09-11,Mon,10:00:00,38.5
32,2017-09-11,Mon,10:30:00,30.8
32,2017-09-11,Mon,11:00:00,30.8
32,2017-09-11,Mon,11:30:00,38.5
32,2017-09-11,Mon,12:00:00,38.5
32,2017-09-11,Mon,12:30:00,30.8
32,2017-09-11,Mon,13:00:00,30.8
32,2017-09-11,Mon,13:30:00,23.1
32,2017-09-11,Mon,14:00:00,23.1
32,2017-09-11,Mon,14:30:00,23.1
32,2017-09-11,Mon,15:00:00,15.4
32,2017-09-11,Mon,15:30:00,7.7
32,2017-09-11,Mon,16:00:00,15.4
32,2017-09-11,Mon,16:30:00,15.4
32,2017-09-11,Mon,17:00:00,15.4
32,2017-09-11,Mon,17:30:00,7.7
32,2017-09-11,Mon,18:00:00,7.7
32,2017-09-11,Mon,18:30:00,7.7
32,2017-09-11,Mon,19:00:00,0.0
32,2017-09-11,Mon,19:30:00,0.0
32,2017-09-11,Mon,20:00:00,0.0
32,2017-09-11,Mon,20:30:00,0.0
32,2017-09-11,Mon,21:00:00,0.0
32,2017-09-11,Mon,21:30:00,0.0
32,2017-09-11,Mon,22:00:00,0.0
32,2017-09-11,Mon,22:30:00,0.0
32,2017-09-11,Mon,23:00:00,0.0
32,2017-09-11,Mon,23:30:00,0.0
32,2017-09-12,Tue,00:00:00,0.0
32,2017-09-12,Tue,00:30:00,0.0
32,2017-09-12,Tue,01:00:00,0.0
32,2017-09-12,Tue,01:30:00,0.0
32,2017-09-12,Tue,02:00:00,0.0
32,2017-09-12,Tue,02:30:00,0.0
32,2017-09-12,Tue,03:00:00,0.0
32,2017-09-12,Tue,03:30:00,0.0
32,2017-09-12,Tue,04:00:00,0.0
32,2017-09-12,Tue,04:30:00,0.0
32,2017-09-12,Tue,05:00:00,0.0
32,2017-09-12,Tue,05:30:00,0.0
32,2017-09-12,Tue,06:00:00,0.0
32,2017-09-12,Tue,06:30:00,0.0
32,2017-09-12,Tue,07:00:00,0.0
32,2017-09-12,Tue,07:30:00,0.0
32,2017-09-12,Tue,08:00:00,15.4
32,2017-09-12,Tue,08:30:00,15.4
32,2017-09-12,Tue,09:00:00,15.4
32,2017-09-12,Tue,09:30:00,15.4
32,2017-09-12,Tue,10:00:00,23.1
32,2017-09-12,Tue,10:30:00,23.1
32,2017-09-12,Tue,11:00:00,23.1
32,2017-09-12,Tue,11:30:00,23.1
32,2017-09-12,Tue,12:00:00,23.1
32,2017-09-12,Tue,12:30:00,7.7
32,2017-09-12,Tue,13:00:00,7.7
32,2017-09-12,Tue,13:30:00,0.0
32,2017-09-12,Tue,14:00:00,15.4
32,2017-09-12,Tue,14:30:00,15.4
32,2017-09-12,Tue,15:00:00,15.4
32,2017-09-12,Tue,15:30:00,7.7
32,2017-09-12,Tue,16:00:00,30.8
32,2017-09-12,Tue,16:30:00,23.1
32,2017-09-12,Tue,17:00:00,23.1
32,2017-09-12,Tue,17:30:00,23.1
32,2017-09-12,Tue,18:00:00,30.8
32,2017-09-12,Tue,18:30:00,23.1
32,2017-09-12,Tue,19:00:00,23.1
32,2017-09-12,Tue,19:30:00,15.4
32,2017-09-12,Tue,20:00:00,15.4
32,2017-09-12,Tue,20:30:00,7.7
32,2017-09-12,Tue,21:00:00,7.7
32,2017-09-12,Tue,21:30:00,0.0
32,2017-09-12,Tue,22:00:00,0.0
32,2017-09-12,Tue,22:30:00,0.0
32,2017-09-12,Tue,23:00:00,0.0
32,2017-09-12,Tue,23:30:00,0.0
32,2017-09-13,Wed,00:00:00,0.0
32,2017-09-13,Wed,00:30:00,0.0
32,2017-09-13,Wed,01:00:00,0.0
32,2017-09-13,Wed,01:30:00,0.0
32,2017-09-13,Wed,02:00:00,0.0
32,2017-09-13,Wed,02:30:00,0.0
32,2017-09-13,Wed,03:00:00,0.0
32,2017-09-13,Wed,03:30:00,0.0
32,2017-09-13,Wed,04:00:00,0.0
32,2017-09-13,Wed,04:30:00,0.0
32,2017-09-13,Wed,05:00:00,0.0
32,2017-09-13,Wed,05:30:00,0.0
